platform,group,metric_key,display_name,symbol_or_short_name,mathematical_definition,physical_meaning,unit,inputs_required,implementation_status,notes
TOMO,Sinogram modulation,mi,MI,MI,MI = trapezoidal integral over threshold factor f of the mean fraction of directional sinogram differences exceeding f * sd(FLOT),Overall modulation index of the tomotherapy sinogram.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,noc,nOC,nOC,nOC = mean per leaf of [2 * merged open intervals / N_proj],Average number of leaf openings and closures per leaf.,count,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,msa,mSA,mSA,mSA = sum(position * mean leaf opening) / sum(mean leaf opening),Mean left-right asymmetry of the sinogram.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,msi,mSI,mSI,mSI = mean leaf-open intensity over leaves,Mean sinogram intensity.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,mdsi,mdSI,mdSI,mdSI = median leaf-open intensity over leaves,Median sinogram intensity.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,sdsi,sdSI,sdSI,sdSI = std leaf-open intensity over leaves,Standard deviation of sinogram intensity.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
CYBERKNIFE_MLC,MLC-based subset,mcs,MCS (CyberKnife MLC),MCS,MCS = sum_segments[(MU_segment / MU_plan) * AAV_segment * LSV_segment],Overall modulation complexity of the delivered CyberKnife MLC apertures.,dimensionless,"CyberKnife MLC segment apertures, segment MU, and interval grouping from beam-path XML",implemented,Implements the paper-limited six-metric MLC subset only.
CYBERKNIFE_MLC,MLC-based subset,em,EM,EM,EM = sum_segments[(MU_segment / MU_plan) * aperture edge metric],Relative amount of aperture edge compared with open field area.,dimensionless,"CyberKnife MLC segment apertures, segment MU, and interval grouping from beam-path XML",implemented,Implements the paper-limited six-metric MLC subset only.
CYBERKNIFE_MLC,MLC-based subset,pi,PI,PI,PI = sum_segments[(MU_segment / MU_plan) * aperture irregularity],Irregularity of the CyberKnife MLC aperture shape.,dimensionless,"CyberKnife MLC segment apertures, segment MU, and interval grouping from beam-path XML",implemented,Implements the paper-limited six-metric MLC subset only.
CYBERKNIFE_MLC,MLC-based subset,pm,PM,PM,PM = sum_intervals[(MU_interval / MU_plan) * (1 - weighted beam area / (MU_interval * union area_interval))],Variation in aperture opening between successive segments.,dimensionless,"CyberKnife MLC segment apertures, segment MU, and interval grouping from beam-path XML",implemented,Implements the paper-limited six-metric MLC subset only.
CYBERKNIFE_MLC,MLC-based subset,lg,LG (Mean Leaf Gap),LG,LG = sum_segments[(MU_segment / MU_plan) * mean opposing leaf gap_segment],Average gap between opposing CyberKnife MLC leaves.,mm,"CyberKnife MLC segment apertures, segment MU, and interval grouping from beam-path XML",implemented,Implements the paper-limited six-metric MLC subset only.
CYBERKNIFE_MLC,MLC-based subset,sas10,SAS10 (CyberKnife),SAS10,SAS10 = count(open leaf gaps < 10 mm) / count(all open leaf gaps),Fraction of CyberKnife MLC gaps smaller than 10 mm.,dimensionless,"CyberKnife MLC segment apertures, segment MU, and interval grouping from beam-path XML",implemented,Implements the paper-limited six-metric MLC subset only.
AURORA,V2 paper-style physics,longitudinal_travel_mm,longitudinal_travel_mm,longitudinal_travel_mm,sum_i abs(delta z_i),Total absolute longitudinal travel reconstructed from adjacent control-point isocenter z positions.,mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,total_rotation_deg,total_rotation_deg,total_rotation_deg,sum_i abs(delta theta_i),Total absolute gantry rotation reconstructed from the observed angle sequence rather than declared direction tags.,deg,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,rotations,rotations,rotations,total rotation / 360,Total gantry rotation expressed in full 360-degree turns.,turns,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,travel_per_rotation_mm,travel_per_rotation_mm,travel_per_rotation_mm,longitudinal travel / rotations,"Average longitudinal travel per gantry rotation, derived from total travel and total rotation.",mm/rotation,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_pitch_mean,projection_pitch_mean,projection_pitch_mean,mean_i(abs(delta z_i) / abs(delta theta_i)),"Mean projection pitch, defined as the mean of |delta z| / |delta theta| over valid adjacent control-point intervals.",mm/deg,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_pitch_cv,projection_pitch_cv,projection_pitch_cv,std(projection pitch_i) / mean(projection pitch_i),Coefficient of variation of projection pitch. Lower values mean steadier theta-z coupling.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_mu_density_mean_proxy,projection_mu_density_mean_proxy,projection_mu_density_mean_proxy,mean_i(abs(delta w_i) / abs(delta z_i)),"Mean projection MU-density proxy, using cumulative meterset-weight change per millimeter of longitudinal travel.",weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_mu_density_cv_proxy,projection_mu_density_cv_proxy,projection_mu_density_cv_proxy,std(abs(delta w_i) / abs(delta z_i)) / mean(abs(delta w_i) / abs(delta z_i)),Coefficient of variation of the projection MU-density proxy across adjacent control-point intervals.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_aperture_change_mean,projection_aperture_change_mean,projection_aperture_change_mean,mean_i(abs(delta A_i) / abs(delta z_i)),"Mean projection aperture-change rate, defined as absolute aperture-width change per millimeter of longitudinal travel.",mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_aperture_change_cv,projection_aperture_change_cv,projection_aperture_change_cv,std(abs(delta A_i) / abs(delta z_i)) / mean(abs(delta A_i) / abs(delta z_i)),Coefficient of variation of the projection aperture-change rate.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_leaf_travel_mean,projection_leaf_travel_mean,projection_leaf_travel_mean,"mean_i(delta L_i / abs(delta z_i)), with delta L_i summed across both MLC layers","Mean projection leaf-travel rate, defined as summed leaf travel per millimeter of longitudinal travel.",mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_leaf_travel_cv,projection_leaf_travel_cv,projection_leaf_travel_cv,std(delta L_i / abs(delta z_i)) / mean(delta L_i / abs(delta z_i)),Coefficient of variation of the projection leaf-travel rate.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_leaf_travel_mean_mlcx1,projection_leaf_travel_mean_mlcx1,projection_leaf_travel_mean_mlcx1,mean_i(delta L_i_MLCX1 / abs(delta z_i)),"Mean projection leaf-travel rate for the MLCX1 layer only, normalized by longitudinal travel.",mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_leaf_travel_cv_mlcx1,projection_leaf_travel_cv_mlcx1,projection_leaf_travel_cv_mlcx1,std(delta L_i_MLCX1 / abs(delta z_i)) / mean(delta L_i_MLCX1 / abs(delta z_i)),Coefficient of variation of the MLCX1 projection leaf-travel rate.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_leaf_travel_mean_mlcx2,projection_leaf_travel_mean_mlcx2,projection_leaf_travel_mean_mlcx2,mean_i(delta L_i_MLCX2 / abs(delta z_i)),"Mean projection leaf-travel rate for the MLCX2 layer only, normalized by longitudinal travel.",mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,projection_leaf_travel_cv_mlcx2,projection_leaf_travel_cv_mlcx2,projection_leaf_travel_cv_mlcx2,std(delta L_i_MLCX2 / abs(delta z_i)) / mean(delta L_i_MLCX2 / abs(delta z_i)),Coefficient of variation of the MLCX2 projection leaf-travel rate.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,theta_z_coupling_cv,theta_z_coupling_cv,theta_z_coupling_cv,projection_pitch_cv,"Theta-z coupling variability, reported here as the same projection-pitch coefficient of variation.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,mu_z_coupling_cv_proxy,mu_z_coupling_cv_proxy,mu_z_coupling_cv_proxy,projection_mu_density_cv_proxy,"MU-z coupling variability proxy, reported as the coefficient of variation of meterset-weight density over longitudinal travel.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,mlc_z_coupling_cv,mlc_z_coupling_cv,mlc_z_coupling_cv,projection_leaf_travel_cv,"MLC-z coupling variability, reported here as the coefficient of variation of the projection leaf-travel rate.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,mlcx1_z_coupling_cv,mlcx1_z_coupling_cv,mlcx1_z_coupling_cv,projection_leaf_travel_cv_mlcx1,"MLCX1-z coupling variability, reported as the coefficient of variation of the MLCX1 projection leaf-travel rate.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V2 paper-style physics,mlcx2_z_coupling_cv,mlcx2_z_coupling_cv,mlcx2_z_coupling_cv,projection_leaf_travel_cv_mlcx2,"MLCX2-z coupling variability, reported as the coefficient of variation of the MLCX2 projection leaf-travel rate.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 bidirectional symmetry,reversal_symmetry_index,reversal_symmetry_index,reversal_symmetry_index,mean over selected burden families of [1 - abs(forward_mean - backward_mean) / (abs(forward_mean) + abs(backward_mean))],Symmetry score comparing forward and backward beam groups across matched modulation summaries. Higher values mean more balanced bidirectional modulation.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 bidirectional symmetry,forward_backward_metric_difference,forward_backward_metric_difference,forward_backward_metric_difference,abs(mean_forward(coupled_modulation_index) - mean_backward(coupled_modulation_index)),Absolute difference in average modulation burden between forward-moving and backward-moving beam groups.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 bidirectional symmetry,beam_pair_balance_index,beam_pair_balance_index,beam_pair_balance_index,1 - abs(sum_forward(coupled_modulation_index) - sum_backward(coupled_modulation_index)) / (sum_forward + sum_backward),Balance score comparing the total modulation burden assigned to forward and backward beam groups.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 small-opening burden,small_opening_fraction,small_opening_fraction,small_opening_fraction,weighted count(gap < 10 mm and gap > 0) / weighted count(gap > 0),Weighted fraction of effective openings smaller than 10 mm.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 small-opening burden,near_closed_fraction,near_closed_fraction,near_closed_fraction,weighted count(gap < 2 mm and gap > 0) / weighted count(gap > 0),Weighted fraction of effective openings smaller than 2 mm.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 small-opening burden,effective_small_gap_burden,effective_small_gap_burden,effective_small_gap_burden,"weighted mean of max(0, 1 - gap / 10 mm) over open effective gaps","Weighted severity score for narrow effective openings, with smaller openings contributing more burden.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_pitch_p95,projection_pitch_p95,projection_pitch_p95,nearest-rank 95th percentile of projection_pitch_i,"95th percentile of projection pitch, using the nearest-rank interval summary.",mm/deg,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_pitch_max,projection_pitch_max,projection_pitch_max,max(projection_pitch_i),Maximum projection pitch observed across adjacent control-point intervals.,mm/deg,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_pitch_top3_mean,projection_pitch_top3_mean,projection_pitch_top3_mean,mean of the three largest projection_pitch_i values,"Mean of the three largest projection-pitch intervals, or all intervals if fewer than three exist.",mm/deg,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_mu_density_p95_proxy,projection_mu_density_p95_proxy,projection_mu_density_p95_proxy,nearest-rank 95th percentile of projection_mu_density_proxy_i,"95th percentile of the projection MU-density proxy, using cumulative meterset-weight change per millimeter.",weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_mu_density_max_proxy,projection_mu_density_max_proxy,projection_mu_density_max_proxy,max(projection_mu_density_proxy_i),Maximum projection MU-density proxy observed across adjacent control-point intervals.,weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_mu_density_top3_mean_proxy,projection_mu_density_top3_mean_proxy,projection_mu_density_top3_mean_proxy,mean of the three largest projection_mu_density_proxy_i values,Mean of the three largest projection MU-density proxy values.,weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_aperture_change_p95,projection_aperture_change_p95,projection_aperture_change_p95,nearest-rank 95th percentile of projection_aperture_change_i,95th percentile of the projection aperture-change rate.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_aperture_change_max,projection_aperture_change_max,projection_aperture_change_max,max(projection_aperture_change_i),Maximum projection aperture-change rate observed across adjacent control-point intervals.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_aperture_change_top3_mean,projection_aperture_change_top3_mean,projection_aperture_change_top3_mean,mean of the three largest projection_aperture_change_i values,Mean of the three largest projection aperture-change rates.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_leaf_travel_p95,projection_leaf_travel_p95,projection_leaf_travel_p95,nearest-rank 95th percentile of projection_leaf_travel_i,95th percentile of the projection leaf-travel rate across both layers.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_leaf_travel_max,projection_leaf_travel_max,projection_leaf_travel_max,max(projection_leaf_travel_i),Maximum projection leaf-travel rate across both layers.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 local interval peaks,projection_leaf_travel_top3_mean,projection_leaf_travel_top3_mean,projection_leaf_travel_top3_mean,mean of the three largest projection_leaf_travel_i values,Mean of the three largest projection leaf-travel rates across both layers.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,head_mu_density_mean_proxy,head_mu_density_mean_proxy,head_mu_density_mean_proxy,mean(projection_mu_density_proxy_i) over head-third intervals,Mean projection MU-density proxy inside the head longitudinal third of the covered z-range.,weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,head_mu_density_cv_proxy,head_mu_density_cv_proxy,head_mu_density_cv_proxy,CV(projection_mu_density_proxy_i) over head-third intervals,Coefficient of variation of the projection MU-density proxy inside the head longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,head_aperture_change_mean,head_aperture_change_mean,head_aperture_change_mean,mean(projection_aperture_change_i) over head-third intervals,Mean projection aperture-change rate inside the head longitudinal third of the covered z-range.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,head_aperture_change_cv,head_aperture_change_cv,head_aperture_change_cv,CV(projection_aperture_change_i) over head-third intervals,Coefficient of variation of the projection aperture-change rate inside the head longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,head_leaf_travel_mean,head_leaf_travel_mean,head_leaf_travel_mean,mean(projection_leaf_travel_i) over head-third intervals,Mean projection leaf-travel rate inside the head longitudinal third of the covered z-range.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,head_leaf_travel_cv,head_leaf_travel_cv,head_leaf_travel_cv,CV(projection_leaf_travel_i) over head-third intervals,Coefficient of variation of the projection leaf-travel rate inside the head longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,mid_mu_density_mean_proxy,mid_mu_density_mean_proxy,mid_mu_density_mean_proxy,mean(projection_mu_density_proxy_i) over mid-third intervals,Mean projection MU-density proxy inside the mid longitudinal third of the covered z-range.,weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,mid_mu_density_cv_proxy,mid_mu_density_cv_proxy,mid_mu_density_cv_proxy,CV(projection_mu_density_proxy_i) over mid-third intervals,Coefficient of variation of the projection MU-density proxy inside the mid longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,mid_aperture_change_mean,mid_aperture_change_mean,mid_aperture_change_mean,mean(projection_aperture_change_i) over mid-third intervals,Mean projection aperture-change rate inside the mid longitudinal third of the covered z-range.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,mid_aperture_change_cv,mid_aperture_change_cv,mid_aperture_change_cv,CV(projection_aperture_change_i) over mid-third intervals,Coefficient of variation of the projection aperture-change rate inside the mid longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,mid_leaf_travel_mean,mid_leaf_travel_mean,mid_leaf_travel_mean,mean(projection_leaf_travel_i) over mid-third intervals,Mean projection leaf-travel rate inside the mid longitudinal third of the covered z-range.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,mid_leaf_travel_cv,mid_leaf_travel_cv,mid_leaf_travel_cv,CV(projection_leaf_travel_i) over mid-third intervals,Coefficient of variation of the projection leaf-travel rate inside the mid longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,tail_mu_density_mean_proxy,tail_mu_density_mean_proxy,tail_mu_density_mean_proxy,mean(projection_mu_density_proxy_i) over tail-third intervals,Mean projection MU-density proxy inside the tail longitudinal third of the covered z-range.,weight/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,tail_mu_density_cv_proxy,tail_mu_density_cv_proxy,tail_mu_density_cv_proxy,CV(projection_mu_density_proxy_i) over tail-third intervals,Coefficient of variation of the projection MU-density proxy inside the tail longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,tail_aperture_change_mean,tail_aperture_change_mean,tail_aperture_change_mean,mean(projection_aperture_change_i) over tail-third intervals,Mean projection aperture-change rate inside the tail longitudinal third of the covered z-range.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,tail_aperture_change_cv,tail_aperture_change_cv,tail_aperture_change_cv,CV(projection_aperture_change_i) over tail-third intervals,Coefficient of variation of the projection aperture-change rate inside the tail longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,tail_leaf_travel_mean,tail_leaf_travel_mean,tail_leaf_travel_mean,mean(projection_leaf_travel_i) over tail-third intervals,Mean projection leaf-travel rate inside the tail longitudinal third of the covered z-range.,mm/mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 axial regions,tail_leaf_travel_cv,tail_leaf_travel_cv,tail_leaf_travel_cv,CV(projection_leaf_travel_i) over tail-third intervals,Coefficient of variation of the projection leaf-travel rate inside the tail longitudinal third.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 dual-layer coordination,layer_imbalance_index,layer_imbalance_index,layer_imbalance_index,abs(mean(leaf_travel_i_MLCX1) - mean(leaf_travel_i_MLCX2)) / (abs(mean_MLCX1) + abs(mean_MLCX2)),Normalized difference between the mean MLCX1 and MLCX2 leaf-travel rates.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 dual-layer coordination,layer_correlation_index,layer_correlation_index,layer_correlation_index,"correlation(projection_leaf_travel_i_MLCX1, projection_leaf_travel_i_MLCX2)",Correlation between the interval-by-interval MLCX1 and MLCX2 leaf-travel rates.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 dual-layer coordination,x1_x2_aperture_disparity,x1_x2_aperture_disparity,x1_x2_aperture_disparity,mean over control points of abs(sum|MLCX1| - sum|MLCX2|) / (sum|MLCX1| + sum|MLCX2|),"Surrogate side-opening disparity, computed from the relative difference in MLCX1 and MLCX2 position magnitudes.",dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,V3 dual-layer coordination,x1_x2_leaf_travel_ratio,x1_x2_leaf_travel_ratio,x1_x2_leaf_travel_ratio,mean(projection_leaf_travel_i_MLCX1) / mean(projection_leaf_travel_i_MLCX2),Ratio of mean MLCX1 leaf-travel rate to mean MLCX2 leaf-travel rate.,dimensionless,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Standalone Aurora SVMAT Lab metric.
AURORA,Legacy engineering,axial_travel_mm,axial_travel_mm,axial_travel_mm,sum_i abs(delta z_i),Legacy engineering metric for total absolute axial travel reconstructed from adjacent control-point isocenter z positions.,mm,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Retained for comparison against the v2 paper-style metrics.
AURORA,Legacy engineering,gantry_rotation_deg,gantry_rotation_deg,gantry_rotation_deg,sum_i abs(delta theta_i),Legacy engineering metric for total absolute gantry rotation reconstructed from the observed angle sequence.,deg,"Aurora RTPLAN control points: gantry angle, isocenter z, cumulative meterset weight, MLCX1 and MLCX2",implemented,Retained for comparison against the v2 paper-style metrics.
